# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	6.6473585e-06	2.3005805e-05	-0.0009827315	0	0	0
0	7.844147e-06	4.6446425e-05	0.016041208	8.726646e-07	0	0.010000001
0	9.80063e-06	6.898592e-05	0.03314954	1.7453292e-06	0	0.020000001
0	1.203817e-05	9.176217e-05	0.05050426	2.617994e-06	0	0.029999997
0	1.3755286e-05	0.00011611416	0.06828125	3.4906584e-06	0	0.040000003
0	1.3305815e-05	0.00014400994	0.08668312	4.363324e-06	0	0.050000012
0	7.2521316e-06	0.00017983031	0.10596416	5.235988e-06	0	0.059999995
0	-1.7678261e-05	0.00023961451	0.12654236	6.1086544e-06	0	0.07
0	-0.0029213908	0.00508353	0.16244438	6.981317e-06	0	0.080000006
0	-0.0032375546	0.007048941	0.19302796	7.853983e-06	0	0.09
0	0.0049599735	-0.0029247976	0.29197693	8.726648e-06	0	0.100000024
0	0.0045263874	-0.0029335136	0.33571842	9.599313e-06	0	0.11
0	0.0020049622	0.0014197854	0.41374987	1.0471976e-05	0	0.11999999
0	-0.00044332817	0.003961164	0.49685642	1.1344643e-05	0	0.13000003
0	-0.0025741407	0.0006900385	0.6067098	1.2217309e-05	0	0.14
0	-0.0023049493	0.00044522143	0.6673434	1.308997e-05	0	0.15000002
0	-0.0020252448	-0.0016848575	0.81764495	1.3962634e-05	0	0.16000001
0	4.339995e-05	-4.458195e-09	0.90495086	1.48352965e-05	0	0.17
0	4.506616e-05	-1.802249e-09	0.9214375	1.5707967e-05	0	0.18
0	4.6581972e-05	-7.588417e-10	0.9340188	1.6580629e-05	0	0.19000003
0	4.7969264e-05	-1.8971043e-10	0.9438156	1.7453296e-05	0	0.20000005
0	4.9249964e-05	5.691313e-10	0.95158553	1.8325954e-05	0	0.21000001
0	5.043591e-05	1.5176834e-09	0.9578503	1.9198626e-05	0	0.22
0	5.1540505e-05	1.1382626e-09	0.9629762	2.0071286e-05	0	0.22999997
0	5.2573858e-05	1.7073939e-09	0.96722656	2.0943951e-05	0	0.23999998
0	5.3542393e-05	1.8971043e-09	0.9707937	2.1816611e-05	0	0.25
0	5.4456046e-05	1.327973e-09	0.9738212	2.2689286e-05	0	0.26000005
0	5.531362e-05	-3.9535653e-06	0.9764069	2.3561943e-05	0	0.27
0	5.6125158e-05	-2.9689681e-06	0.9786375	2.4434617e-05	0	0.28
0	5.6895024e-05	-2.266091e-06	0.9805914	2.530727e-05	0	0.28999996
0	5.762881e-05	-1.7508376e-06	0.9823199	2.617994e-05	0	0.30000004
0	5.8326543e-05	-1.3708476e-06	0.9838651	2.7052596e-05	0	0.30999997
0	5.899404e-05	-1.075089e-06	0.9852641	2.7925267e-05	0	0.32000002
0	5.963507e-05	-8.394686e-07	0.986552	2.8797927e-05	0	0.33
