# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-8.542067e-10	-1.5185897e-09	0.00013342632	0	0	0
0	1.290991e-06	0	0.008176957	8.726646e-07	0	0.01
0	2.581982e-06	0	0.016440524	1.7453292e-06	0	0.02
0	3.878478e-06	-1.5185897e-09	0.025199402	2.6179941e-06	0	0.029999997
0	5.177062e-06	-3.0371794e-09	0.034752958	3.4906584e-06	0	0.04
0	6.4839032e-06	-1.5185897e-09	0.045407534	4.363323e-06	0	0.05
0	7.796914e-06	-7.5929485e-10	0.057528574	5.2359883e-06	0	0.059999995
0	9.123972e-06	7.5929485e-10	0.07154551	6.108652e-06	0	0.07
0	1.0468303e-05	-1.5185897e-09	0.0881349	6.981317e-06	0	0.08
0	1.18341795e-05	-1.5185897e-09	0.10846909	7.853982e-06	0	0.09
0	1.3240488e-05	-7.5929485e-10	0.13509119	8.726646e-06	0	0.1
0	1.471428e-05	0	0.1758268	9.599311e-06	0	0.11
0	-0.0012869175	-1.6167665e-05	0.35116822	1.0471977e-05	0	0.11999999
0	-0.001058531	-1.3138078e-05	0.43839085	1.13446395e-05	0	0.13000001
0	-0.0008517868	-1.0715928e-05	0.50333023	1.2217304e-05	0	0.14
0	-0.00066927244	-8.658998e-06	0.56105846	1.308997e-05	0	0.15
0	-0.00045019522	-6.182938e-06	0.62164986	1.3962634e-05	0	0.16
0	2.3742696e-05	4.555769e-09	0.97085834	1.4835298e-05	0	0.16999999
0	2.472751e-05	4.1761217e-09	0.97414094	1.5707965e-05	0	0.18
0	2.5685651e-05	3.7964742e-09	0.9767983	1.6580627e-05	0	0.18999998
0	2.661892e-05	3.0371794e-09	0.97899973	1.7453292e-05	0	0.2
0	2.7525648e-05	1.8982371e-09	0.9808596	1.8325956e-05	0	0.21
0	2.840642e-05	2.657532e-09	0.98245966	1.9198622e-05	0	0.22
0	2.9264536e-05	3.0371794e-09	0.98386	2.0071284e-05	0	0.23
0	3.009815e-05	1.8982371e-09	0.98510724	2.0943953e-05	0	0.23999998
0	3.0905692e-05	3.0371794e-09	0.9862432	2.1816615e-05	0	0.25
0	3.170275e-05	2.2778845e-09	0.9873101	2.2689279e-05	0	0.26000002
0	3.2486263e-05	2.2778845e-09	0.9883801	2.3561946e-05	0	0.27
0	3.3283744e-05	3.7964742e-10	0.9944283	2.4434608e-05	0	0.28
0	3.400486e-05	1.328766e-09	0.99453056	2.5307272e-05	0	0.28999996
0	3.4707966e-05	7.5929485e-10	0.99462956	2.617994e-05	0	0.3
0	3.539297e-05	3.7964742e-10	0.9947254	2.7052605e-05	0	0.31000003
0	3.60601e-05	5.6947114e-10	0.9948185	2.7925267e-05	0	0.32
0	3.6710746e-05	3.7964742e-10	0.99490863	2.8797935e-05	0	0.33
0	3.7344333e-05	5.6947114e-10	0.9949961	2.9670597e-05	0	0.33999997
0	3.7962018e-05	1.8982371e-10	0.9950808	3.0543262e-05	0	0.35
0	3.8565107e-05	7.5929485e-10	0.99516326	3.141593e-05	0	0.36
0	3.9153158e-05	7.5929485e-10	0.99524325	3.228859e-05	0	0.37000003
0	3.97271e-05	3.7964742e-10	0.995321	3.3161254e-05	0	0.37999997
0	4.0288294e-05	5.6947114e-10	0.9953965	3.4033925e-05	0	0.39
0	4.0835064e-05	0	0.99547	3.4906585e-05	0	0.4
0	4.1370247e-05	3.7964742e-10	0.9955415	3.5779245e-05	0	0.41000003
0	4.189224e-05	0	0.995611	3.6651913e-05	0	0.42
0	4.2403066e-05	5.6947114e-10	0.99567854	3.7524576e-05	0	0.43
0	4.290227e-05	5.6947114e-10	0.99574447	3.8397244e-05	0	0.44
0	4.339034e-05	5.6947114e-10	0.9958086	3.926991e-05	0	0.45
0	4.3868768e-05	1.1389423e-09	0.995871	4.0142568e-05	0	0.46
0	4.4335586e-05	5.6947114e-10	0.99593204	4.101524e-05	0	0.47000006
0	4.479333e-05	9.491186e-10	0.9959914	4.1887906e-05	0	0.47999996
0	4.524124e-05	1.1389423e-09	0.9960492	4.2760566e-05	0	0.49
0	4.5678975e-05	3.7964742e-10	0.99610573	4.363323e-05	0	0.5
0	4.6108325e-05	3.7964742e-10	0.9961608	4.45059e-05	0	0.51
0	4.652946e-05	1.8982371e-10	0.9962146	4.5378558e-05	0	0.52000004
0	4.6941477e-05	7.5929485e-10	0.996267	4.6251225e-05	0	0.53
0	4.7344405e-05	3.7964742e-10	0.9963183	4.7123893e-05	0	0.54
0	4.7740137e-05	3.7964742e-10	0.9963683	4.799655e-05	0	0.55
0	4.8128895e-05	5.6947114e-10	0.9964172	4.8869217e-05	0	0.56
0	4.850834e-05	3.7964742e-10	0.996465	4.9741888e-05	0	0.57000005
0	4.88815e-05	1.8982371e-10	0.9965116	5.0614544e-05	0	0.5799999
0	4.924787e-05	1.8982371e-10	0.99655724	5.148721e-05	0	0.59
0	4.960721e-05	5.6947114e-10	0.9966019	5.235988e-05	0	0.6
0	4.9959097e-05	1.8982371e-10	0.9966455	5.3232543e-05	0	0.61
0	5.0304945e-05	1.8982371e-10	0.99668807	5.410521e-05	0	0.62000006
