# t (s)	mx ()	my ()	mz ()	ext_topologicalcharge ()	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_therm (J)	E_custom (J)
1.590010175173789e-09	5.0512805e-05	0.0008563509	0.25146326	-0.65415245	1.0061222e-16	-2.5208177e-17	1.4274075e-17	1.0728968e-16	4.256638e-18	0
1.600001719521226e-09	0.0071237013	-0.0023415384	0.24855928	-0.6327203	9.885296e-17	-2.518283e-17	1.4261633e-17	1.0677029e-16	3.0038493e-18	0
1.6100126255887364e-09	0.0045752563	-0.006194794	0.24638012	-0.4241134	9.94057e-17	-2.5094694e-17	1.42103e-17	1.0680041e-16	3.4896843e-18	0
1.6200087962691682e-09	0.0012525992	-0.00727643	0.23906153	-0.45146483	9.861684e-17	-2.5033485e-17	1.4175303e-17	1.0625203e-16	3.2229918e-18	0
1.6300022881055062e-09	0.0016911178	-0.011123974	0.23538472	-0.74655634	8.880845e-17	-2.5071694e-17	1.4196467e-17	1.0657252e-16	-6.888844e-18	0
1.6400025277334687e-09	-0.00348524	-0.01290174	0.22924815	-0.8084446	9.329239e-17	-2.5023785e-17	1.4173892e-17	1.07416126e-16	-3.2738355e-18	0
1.650003022862061e-09	-0.007643126	-0.011050001	0.22761878	-0.57452625	9.235842e-17	-2.5021542e-17	1.4171156e-17	1.06426434e-16	-3.21764e-18	0
1.6600091175645643e-09	-0.004557894	-0.012525013	0.22613826	-0.8263023	9.4187873e-17	-2.5029329e-17	1.4172959e-17	1.0636685e-16	-1.3226257e-18	0
1.6700010363923625e-09	-0.0021201102	-0.0052647702	0.22402464	-0.58567166	9.643497e-17	-2.507328e-17	1.4195701e-17	1.07177845e-16	1.3471661e-19	0
1.6800030298258961e-09	-0.00051638664	-0.00087452715	0.22012922	-0.52883005	9.168427e-17	-2.505368e-17	1.41852e-17	1.065869e-16	-4.034148e-18	0
1.6900167584955598e-09	-0.0017394128	0.007707109	0.21748367	-0.5421417	1.00250254e-16	-2.5174034e-17	1.4243958e-17	1.060942e-16	5.08613e-18	0
1.700007761823272e-09	-0.0025850325	0.00572296	0.21394643	-0.6594378	9.293248e-17	-2.5263661e-17	1.4295226e-17	1.0668227e-16	-2.7813506e-18	0
1.71000544872074e-09	-0.00312648	0.0044241617	0.21147227	-0.44705236	9.559738e-17	-2.5308125e-17	1.432281e-17	1.0744515e-16	-8.624548e-19	0
1.7200114090948742e-09	-0.00427168	0.0030437233	0.20985915	-0.7242145	1.0398389e-16	-2.5342564e-17	1.4337601e-17	1.06641455e-16	8.347397e-18	0
1.7300028756531947e-09	-0.00012295633	-0.001549417	0.20327786	-0.70832455	9.903618e-17	-2.507468e-17	1.4192902e-17	1.06891124e-16	3.0268416e-18	0
1.7400130769176855e-09	0.0029869913	-0.007673228	0.19841048	-0.60387135	9.574607e-17	-2.5101448e-17	1.4210124e-17	1.06508523e-16	1.288663e-19	0
1.7500036546622347e-09	-0.0012693076	-0.008827626	0.19641939	-0.73739374	9.838387e-17	-2.5082897e-17	1.4197412e-17	1.0739671e-16	1.8726335e-18	0
1.7600105803089508e-09	-0.0015436716	-0.005916731	0.19152358	-0.41049203	9.6818036e-17	-2.4912834e-17	1.4106075e-17	1.0737471e-16	2.5007937e-19	0
1.7700002076188181e-09	-0.0038897467	-0.007969247	0.18795843	-0.31430337	1.0694866e-16	-2.4833692e-17	1.406156e-17	1.0639083e-16	1.1329963e-17	0
1.7800097991380603e-09	-0.0051251315	-0.009562756	0.18110014	-0.46789286	9.147711e-17	-2.4747563e-17	1.4016483e-17	1.0655252e-16	-4.3443348e-18	0
1.790008881544422e-09	-0.00033655798	-0.007993583	0.17620365	-0.5678811	1.0158856e-16	-2.4742947e-17	1.4013101e-17	1.0654363e-16	5.774775e-18	0
1.800010009733974e-09	0.00025076699	-0.00637177	0.17372562	-0.4876367	9.574397e-17	-2.4787638e-17	1.4039507e-17	1.0690431e-16	-4.1220876e-19	0
1.8100079435228083e-09	0.00402668	0.0032494438	0.16955534	-0.85155904	1.025979e-16	-2.4903176e-17	1.4099254e-17	1.0696353e-16	6.4382834e-18	0
1.820002669259425e-09	0.0007687572	0.008352299	0.16371012	-0.7986672	9.441171e-17	-2.4880104e-17	1.4087243e-17	1.0763365e-16	-2.4290872e-18	0
1.8300056042283413e-09	0.0054357126	0.014418899	0.16191858	-0.57868516	1.0518914e-16	-2.4877685e-17	1.408101e-17	1.0652956e-16	9.456255e-18	0
1.8400054547230257e-09	0.010853379	0.013555496	0.15959029	-0.60867965	8.8915954e-17	-2.5018897e-17	1.416294e-17	1.0675529e-16	-6.983373e-18	0
1.8500035545950546e-09	0.01347057	0.013527055	0.15696824	-0.53483117	1.0151319e-16	-2.508706e-17	1.4201963e-17	1.06517305e-16	5.880987e-18	0
1.8600105457368863e-09	0.006900385	0.0080884	0.15305986	-1.0069968	1.02572004e-16	-2.5097613e-17	1.4203358e-17	1.0688403e-16	6.5822285e-18	0
1.870010297435982e-09	0.0052434593	0.008419417	0.15187363	-0.55213535	1.0323075e-16	-2.497294e-17	1.4135375e-17	1.0637809e-16	7.690233e-18	0
1.8800021269217014e-09	0.004457776	0.012008085	0.14904271	-0.4084609	9.195253e-17	-2.5004361e-17	1.4152812e-17	1.066097e-16	-3.8056198e-18	0
1.8900102759473355e-09	-0.0071572713	0.009646626	0.14350891	-0.6350844	9.780598e-17	-2.4915539e-17	1.4105203e-17	1.0654776e-16	2.068563e-18	0
1.900003318080856e-09	-0.020168127	0.0028999161	0.13993323	-0.53543913	9.939151e-17	-2.4789455e-17	1.4033845e-17	1.0721496e-16	2.9321578e-18	0
1.910006176524527e-09	-0.017368715	-0.0026039258	0.13636267	-0.6628718	9.1531644e-17	-2.5031135e-17	1.4165572e-17	1.05924335e-16	-3.5271275e-18	0
1.9200132704937182e-09	-0.01562263	-0.002064815	0.13315995	-0.5269327	9.74928e-17	-2.5019529e-17	1.4157075e-17	1.0689944e-16	1.4558089e-18	0
1.9300141156042338e-09	-0.014641688	-0.00050327677	0.12999563	-0.6474061	9.236985e-17	-2.5004125e-17	1.4149485e-17	1.062304e-16	-3.0059092e-18	0
1.940002830040121e-09	-0.013574187	-0.0044489005	0.12515593	-0.66799235	9.3651556e-17	-2.4886667e-17	1.4084906e-17	1.0661521e-16	-2.1618913e-18	0
1.950001102153452e-09	-0.01725121	-0.0037315306	0.11920284	-0.5574196	9.2931174e-17	-2.4921354e-17	1.4103858e-17	1.06631886e-16	-2.883221e-18	0
1.960009492472882e-09	-0.011342957	-0.0014941131	0.11418136	-0.453213	9.461982e-17	-2.479107e-17	1.40285e-17	1.0662571e-16	-1.2433293e-18	0
1.9700122063879273e-09	-0.0018821475	-0.004830684	0.110044315	-0.6909518	9.786072e-17	-2.4602391e-17	1.3924342e-17	1.0633084e-16	2.2079252e-18	0
1.980007516449594e-09	0.0018202942	-0.0060511464	0.108348586	-0.96586674	9.722959e-17	-2.4520004e-17	1.3886518e-17	1.07101116e-16	7.6195675e-19	0
1.990008850840441e-09	0.005802797	-0.007400452	0.10559312	-0.6590004	9.178291e-17	-2.4605217e-17	1.3931075e-17	1.0608246e-16	-3.6254106e-18	0
2.0000170575253945e-09	0.00034784438	-0.003947868	0.101129144	-0.87372845	8.719025e-17	-2.4582251e-17	1.3918341e-17	1.0636281e-16	-8.508647e-18	0
2.010002414793681e-09	0.0012524672	-0.0014626876	0.101176955	-0.66548645	9.272157e-17	-2.4593165e-17	1.3924576e-17	1.06585716e-16	-3.1955604e-18	0
2.0200135322432122e-09	-0.0055804257	0.0020107965	0.09795445	-0.6659512	9.467016e-17	-2.4661801e-17	1.3962307e-17	1.06697624e-16	-1.3279839e-18	0
2.030005255481619e-09	-0.010159753	0.004457822	0.09505758	-0.24563101	9.323564e-17	-2.4641679e-17	1.3946824e-17	1.06103655e-16	-2.1731536e-18	0
2.040017249494907e-09	-0.012207664	0.00537942	0.09151174	-0.667633	9.05136e-17	-2.4567923e-17	1.3906736e-17	1.06066524e-16	-4.8917344e-18	0
2.050014604527328e-09	-0.013913645	0.0002161606	0.088012666	-0.7504397	9.4781915e-17	-2.4642564e-17	1.39459e-17	1.0702789e-16	-1.5493086e-18	0
2.060000014059254e-09	-0.016327895	0.0014423116	0.08464898	-0.79316944	1.10945024e-16	-2.4806753e-17	1.4037814e-17	1.05858604e-16	1.5855358e-17	0
2.0700140152012052e-09	-0.018730251	0.005249167	0.08070196	-0.8883617	1.0046869e-16	-2.4875194e-17	1.4074541e-17	1.06705664e-16	4.563675e-18	0
2.08001770342847e-09	-0.022901893	0.010782607	0.07858548	-0.54949486	9.217316e-17	-2.4775856e-17	1.401789e-17	1.070328e-16	-4.10167e-18	0
2.090006890737389e-09	-0.01733047	0.010716113	0.07447437	-0.6785259	9.4233904e-17	-2.4731554e-17	1.3992685e-17	1.0696799e-16	-1.9952171e-18	0
2.100004316949469e-09	-0.009377772	0.012057269	0.071573555	-0.61263764	9.751717e-17	-2.477899e-17	1.4023171e-17	1.07088854e-16	1.1841349e-18	0
2.1100150756485185e-09	-0.01062735	0.01118129	0.067767255	-0.374401	9.210356e-17	-2.4716223e-17	1.3987897e-17	1.06257325e-16	-3.4254443e-18	0
2.120016919837743e-09	-0.007828155	0.00602293	0.06732906	-0.60276556	9.180529e-17	-2.4672664e-17	1.3965835e-17	1.0661684e-16	-4.1047233e-18	0
2.1300109265231766e-09	-0.004681747	0.0014355658	0.06401692	-0.5537962	9.285346e-17	-2.460197e-17	1.3924365e-17	1.0744396e-16	-3.912893e-18	0
2.140008082289072e-09	-0.0010993439	0.0032232376	0.063873515	-0.5599973	9.8096414e-17	-2.4695386e-17	1.397776e-17	1.0654855e-16	2.2654878e-18	0
2.1500150890705706e-09	0.0017486009	0.0014079447	0.06368375	-0.56984705	9.6921685e-17	-2.4675847e-17	1.396252e-17	1.0613434e-16	1.5006655e-18	0
2.16001281297273e-09	-6.938603e-05	0.0014822142	0.06181631	-0.6946724	9.7303744e-17	-2.4649857e-17	1.3952914e-17	1.0637022e-16	1.6304775e-18	0
2.1700004547706437e-09	0.0023578396	-0.0031272809	0.06223035	-0.5391788	9.832451e-17	-2.4658997e-17	1.3958383e-17	1.0657525e-16	2.4498722e-18	0
2.1800040264592173e-09	0.0029645928	-0.0074018473	0.05874773	-0.6850234	8.92318e-17	-2.4662739e-17	1.3959399e-17	1.063937e-16	-6.4585646e-18	0
2.1900014822632762e-09	0.0019880014	-0.013705426	0.058276404	-0.5137785	9.736006e-17	-2.469986e-17	1.3978217e-17	1.05521704e-16	2.5599919e-18	0
2.2000054022223306e-09	-0.004979182	-0.009788881	0.05204028	-0.6725798	9.56465e-17	-2.4687813e-17	1.397454e-17	1.06355105e-16	4.664832e-21	0
2.2100093645276706e-09	-0.013697024	-0.020203732	0.05225932	-0.28445336	9.421366e-17	-2.4559864e-17	1.39025e-17	1.0643122e-16	-1.5601934e-18	0
2.2200145232053476e-09	-0.011898633	-0.020767266	0.05135619	-0.28512612	8.989611e-17	-2.4664134e-17	1.3957285e-17	1.0679422e-16	-6.191271e-18	0
2.2300033527617904e-09	-0.013587567	-0.01884687	0.051212225	-0.5130136	9.079386e-17	-2.4589585e-17	1.391639e-17	1.0629259e-16	-4.8255484e-18	0
2.240012895344937e-09	-0.014284554	-0.011720425	0.048244618	-0.54014623	1.0553172e-16	-2.4582458e-17	1.3910629e-17	1.0667606e-16	9.52749e-18	0
2.250007151237261e-09	-0.014652033	-0.009624363	0.047521416	-0.52166224	9.7709744e-17	-2.4616442e-17	1.3929301e-17	1.06148376e-16	2.2485294e-18	0
2.260015505545303e-09	-0.011234306	-0.0057168114	0.048054207	-0.5959624	8.835341e-17	-2.4640461e-17	1.3943448e-17	1.0609973e-16	-7.049301e-18	0
2.2700164376499557e-09	-0.012521886	-0.00029427215	0.046065636	-0.74759907	9.219884e-17	-2.4641203e-17	1.394169e-17	1.0625111e-16	-3.3527547e-18	0
2.280012251985573e-09	-0.008425034	0.0026353814	0.044540547	-0.5031328	9.685898e-17	-2.461607e-17	1.3931942e-17	1.07109354e-16	4.3374146e-19	0
2.290014650251148e-09	-0.006318451	-0.0022765202	0.044389926	-0.5228266	9.15396e-17	-2.4568389e-17	1.3904775e-17	1.0678154e-16	-4.5783276e-18	0
2.3000164784223086e-09	-0.0017240036	-0.0017873311	0.04586179	-0.92972594	1.0169328e-16	-2.4425973e-17	1.382353e-17	1.06552424e-16	5.7432945e-18	0
2.310011356980188e-09	-0.0017210887	-0.0055464352	0.047185224	-1.0374452	9.668596e-17	-2.4432493e-17	1.3827676e-17	1.06732564e-16	5.5821736e-19	0
2.3200164212241514e-09	-0.0014424468	-0.00075456593	0.050465498	-0.46769282	9.871276e-17	-2.4488793e-17	1.3860829e-17	1.0661362e-16	2.7271047e-18	0
2.3300034858495576e-09	0.001195442	-0.00095350435	0.05124509	-0.85514355	8.749489e-17	-2.4673334e-17	1.3962051e-17	1.06941245e-16	-8.7350504e-18	0
2.3400086660655027e-09	-0.0014269046	-0.00089591864	0.052953012	-0.4924143	9.171776e-17	-2.4642617e-17	1.39442e-17	1.0624131e-16	-3.8251346e-18	0
2.350005228963569e-09	-0.0031367603	-0.0024371915	0.05088007	-0.5135454	9.0329116e-17	-2.471377e-17	1.3983038e-17	1.06297394e-16	-5.237548e-18	0
2.3600110311475537e-09	-0.0053280974	-0.0023079836	0.04978576	-0.62750703	9.3282164e-17	-2.4698844e-17	1.3975337e-17	1.0670321e-16	-2.6975381e-18	0
2.3700149904690303e-09	-0.014353604	-0.0062214527	0.052088767	-0.444508	9.04634e-17	-2.4670515e-17	1.3962546e-17	1.0650889e-16	-5.337529e-18	0
2.380002675251098e-09	-0.01467037	-0.016350847	0.050345566	-0.5676154	9.720735e-17	-2.46494e-17	1.3949617e-17	1.0626057e-16	1.6465648e-18	0
2.3900101615297787e-09	-0.017495114	-0.00813765	0.052544896	-0.73352003	9.350693e-17	-2.4665247e-17	1.3956257e-17	1.07176905e-16	-2.9609796e-18	0
2.40000603839154e-09	-0.012066472	-0.004801524	0.05296753	-0.48831668	9.341209e-17	-2.464267e-17	1.3943578e-17	1.0578386e-16	-1.6726676e-18	0
2.4100154159150895e-09	-0.011198157	0.00050038367	0.052101385	-0.4598976	1.04838254e-16	-2.4613724e-17	1.3924365e-17	1.0627729e-16	9.250327e-18	0
2.420008570087933e-09	-0.012400239	-0.0018484615	0.04979314	-0.5552251	9.8060746e-17	-2.4591118e-17	1.391488e-17	1.0588376e-16	2.8532313e-18	0
2.4300066799585943e-09	-0.009582067	-0.005805336	0.047469158	-0.46888834	9.8501726e-17	-2.4571802e-17	1.3905035e-17	1.07197095e-16	1.9714055e-18	0
2.440010749798271e-09	-0.0048023765	0.0006791193	0.046136938	-0.5778666	1.0359004e-16	-2.4565074e-17	1.3898644e-17	1.0619735e-16	8.059113e-18	0
2.4500039195544682e-09	-0.0016583552	0.0027592068	0.043635964	-0.85007125	1.0564135e-16	-2.4426784e-17	1.3824377e-17	1.0659253e-16	9.651217e-18	0
2.460013350980305e-09	0.0021117725	0.0020288506	0.040246174	-0.7275398	9.657401e-17	-2.44352e-17	1.3828442e-17	1.0684299e-16	3.3778368e-19	0
2.47000706571693e-09	0.005737284	0.0054334113	0.037231416	-0.9102925	1.03520754e-16	-2.4417991e-17	1.3819738e-17	1.05866664e-16	8.252343e-18	0
2.480002392883336e-09	0.0034594708	0.0076589677	0.035404745	-0.6215093	9.7098596e-17	-2.4419442e-17	1.3821492e-17	1.067895e-16	9.070443e-19	0
2.490013552290804e-09	-0.0013530311	0.0041053887	0.03528075	-0.5960698	9.7477544e-17	-2.4329549e-17	1.3770911e-17	1.0683899e-16	1.1972017e-18	0
2.500009279045175e-09	-0.0045334124	-0.0037619341	0.03180119	-0.21034935	9.684109e-17	-2.441541e-17	1.382072e-17	1.0645776e-16	9.780223e-19	0
2.5100054234242692e-09	-0.007696191	-0.0062846704	0.026918722	-0.54318887	9.281615e-17	-2.4403527e-17	1.3814052e-17	1.06346224e-16	-2.9406014e-18	0
2.520004040716977e-09	-0.008620259	-0.0060348264	0.02555683	-0.51755834	1.0644422e-16	-2.4552841e-17	1.3891322e-17	1.06428816e-16	1.0676922e-17	0
2.530006678846984e-09	-0.006353507	-0.007046403	0.02426898	-0.78124535	9.3045994e-17	-2.452208e-17	1.3872107e-17	1.06395034e-16	-2.699064e-18	0
2.540003223024408e-09	-0.0017740157	-0.017117117	0.021324566	-0.35075632	8.72609e-17	-2.4451993e-17	1.3835932e-17	1.06967754e-16	-9.090794e-18	0
2.5500057640077477e-09	0.00041007643	-0.012838081	0.0191591	-0.83649343	9.572585e-17	-2.4497228e-17	1.3859193e-17	1.0676906e-16	-4.051712e-19	0
2.5600111774624374e-09	-0.0015438402	-0.01129995	0.015110503	-0.6990802	1.0329875e-16	-2.4365194e-17	1.3789098e-17	1.0669443e-16	7.180422e-18	0
2.5700133657177826e-09	0.0055067847	-0.0032839936	0.013001605	-0.46211818	9.646485e-17	-2.4284158e-17	1.3745114e-17	1.05728565e-16	1.2753288e-18	0
2.5800157582581794e-09	0.0057691755	0.0040497035	0.008955856	-0.44008765	9.32701e-17	-2.4297279e-17	1.3748277e-17	1.0658685e-16	-2.76774e-18	0
2.5900057429958177e-09	0.0063367877	0.0028382835	0.0058715623	-0.44501644	9.661601e-17	-2.4320645e-17	1.3762404e-17	1.0632221e-16	8.5204287e-19	0
2.6000091767392285e-09	0.0021663946	0.0030360187	0.0017852234	-0.9461778	9.8860716e-17	-2.4282843e-17	1.3741531e-17	1.06970236e-16	2.4317923e-18	0
2.610011026096896e-09	-0.005953355	0.0008244696	0.0013923111	-0.602821	9.669649e-17	-2.4302517e-17	1.3754069e-17	1.068184e-16	4.2653664e-19	0
2.6200044709178296e-09	-0.009572316	-0.0053225155	0.0012179732	-0.73871255	1.0023317e-16	-2.4415194e-17	1.3814363e-17	1.07265645e-16	3.568361e-18	0
2.6300108157652208e-09	-0.008061919	-0.0031017242	0.0009851092	-0.64108837	9.4746995e-17	-2.4638294e-17	1.3932764e-17	1.06300504e-16	-8.479606e-19	0
2.6400054180340677e-09	-0.006283872	-0.0013893436	-0.0019773361	-0.573526	9.807664e-17	-2.4483497e-17	1.3852175e-17	1.06422986e-16	2.2849872e-18	0
2.6500027191307617e-09	-0.0077333725	0.0041882806	-0.007748271	-0.66551644	1.00795835e-16	-2.4288693e-17	1.37503325e-17	1.06889774e-16	4.44442e-18	0
2.660014875076653e-09	0.0019004677	0.007286573	-0.007329195	-0.5574934	1.0299187e-16	-2.4190133e-17	1.3690486e-17	1.0602301e-16	7.468482e-18	0
2.6700076481905354e-09	0.004397716	0.002099611	-0.006255121	-0.66017014	1.04367495e-16	-2.4258367e-17	1.3727088e-17	1.0632291e-16	8.575867e-18	0
2.6800111439392283e-09	0.0031604643	0.0015989998	-0.0050350535	-0.6328654	9.549957e-17	-2.4204658e-17	1.3696618e-17	1.0725262e-16	-1.2450082e-18	0
2.6900111323269428e-09	0.0025908358	-0.0031951289	-0.009188362	-0.7017461	9.2087245e-17	-2.4309942e-17	1.375125e-17	1.06080626e-16	-3.4346865e-18	0
2.700006914020988e-09	0.0065562935	-0.0044824407	-0.0124150915	-0.6985538	9.3370903e-17	-2.4380551e-17	1.3794492e-17	1.0593449e-16	-1.9775337e-18	0
2.7100174884306406e-09	0.009729216	-0.00037056484	-0.009588381	-0.55874544	9.6880584e-17	-2.445473e-17	1.3837458e-17	1.0608798e-16	1.4098731e-18	0
2.720007777322506e-09	0.006536265	-0.00011054163	-0.012736149	-0.6467447	9.835583e-17	-2.4503449e-17	1.38654454e-17	1.06583234e-16	2.4105915e-18	0
2.730003291096936e-09	0.000996779	-0.0014346773	-0.014440354	-0.7006242	8.641306e-17	-2.4586043e-17	1.3906673e-17	1.0664392e-16	-9.551487e-18	0
2.740001607940724e-09	-0.0011230176	-0.00024013418	-0.013310287	-0.6115315	9.983571e-17	-2.4622381e-17	1.3924532e-17	1.06584366e-16	3.9491898e-18	0
2.7500124609845214e-09	-0.007214192	-0.00085079094	-0.015110778	-0.4768106	1.00973845e-16	-2.4595645e-17	1.3909985e-17	1.0592948e-16	5.7300153e-18	0
2.760014985385699e-09	-0.0053702653	9.42249e-05	-0.012566731	-0.6914246	9.691311e-17	-2.4568864e-17	1.3894685e-17	1.06474265e-16	1.1130199e-18	0
2.770008199473907e-09	-0.0039858636	-0.0008914414	-0.012249199	-0.45406452	9.185514e-17	-2.4482452e-17	1.38440215e-17	1.0686682e-16	-4.3732505e-18	0
2.780011813660478e-09	0.0010409139	9.3494884e-05	-0.012879286	-0.5089426	1.0055916e-16	-2.4310985e-17	1.3750268e-17	1.0654019e-16	4.57968e-18	0
2.7900115679843057e-09	0.0021485721	-0.0050954726	-0.012264965	-0.775202	9.090511e-17	-2.4228626e-17	1.3705981e-17	1.0584563e-16	-4.417875e-18	0
2.8000050341218155e-09	0.00698471	-0.0058407905	-0.013301073	-0.67692107	1.017766e-16	-2.4254276e-17	1.3722791e-17	1.0562355e-16	6.6845355e-18	0
2.8100081458178254e-09	0.0049111713	-0.0064150626	-0.013588849	-0.6590474	9.2962845e-17	-2.4359473e-17	1.3781142e-17	1.0566594e-16	-2.124763e-18	0
2.8200017562728004e-09	0.003523697	-0.0018195986	-0.015259285	-0.85231405	1.0256778e-16	-2.450985e-17	1.3863626e-17	1.06166494e-16	7.047516e-18	0
2.8300147038548578e-09	-0.00051643787	0.004210527	-0.015381401	-0.9357665	9.9309544e-17	-2.4467559e-17	1.3842895e-17	1.066173e-16	3.3169113e-18	0
2.8400014374984097e-09	0.0033585457	0.00507571	-0.015771402	-0.49855065	9.4701433e-17	-2.4407021e-17	1.3811809e-17	1.06680835e-16	-1.384181e-18	0
2.8500058156713297e-09	0.003218512	0.003148446	-0.016430533	-0.52553785	9.6230646e-17	-2.4339606e-17	1.3771635e-17	1.06502005e-16	2.9661337e-19	0
2.8600120654444424e-09	0.005863812	-0.004309422	-0.0141752325	-0.6757965	9.7652834e-17	-2.4260375e-17	1.3728553e-17	1.06776345e-16	1.4083054e-18	0
2.8700161862787235e-09	0.0019343144	-0.003541355	-0.008935241	-0.766428	9.724738e-17	-2.4303872e-17	1.3751753e-17	1.0643466e-16	1.3648609e-18	0
2.8800047568480987e-09	-0.004810581	-0.0019588252	-0.009300121	-0.71958226	1.0260797e-16	-2.4332505e-17	1.3766761e-17	1.0588569e-16	7.2880344e-18	0
2.890006585371403e-09	-0.0067621614	-0.001510748	-0.0051761596	-0.40031254	8.512781e-17	-2.4394314e-17	1.3800606e-17	1.0614044e-16	-1.0418926e-17	0
2.900002746895836e-09	-0.0079761315	-0.0037004324	-0.0043371613	-0.4816016	1.033785e-16	-2.4486207e-17	1.3855818e-17	1.0652949e-16	7.479402e-18	0
2.910015420533928e-09	-0.0063631865	-0.00040704675	-0.0029117563	-0.46809155	8.714817e-17	-2.4493122e-17	1.3854632e-17	1.0595811e-16	-8.171454e-18	0
2.9200164591630396e-09	-0.009893417	0.0026992923	-0.002648555	-0.7184834	1.03623126e-16	-2.4402366e-17	1.3807824e-17	1.0632642e-16	7.891252e-18	0
2.930005058825366e-09	-0.011845147	0.010573857	-0.0007357342	-0.4510902	8.970502e-17	-2.4284024e-17	1.3742211e-17	1.07011085e-16	-6.7642604e-18	0
2.9400124283273754e-09	-0.008936508	0.007850119	-0.0011838799	-0.6692168	9.745727e-17	-2.4311043e-17	1.3757207e-17	1.0654118e-16	1.469928e-18	0
2.950009386140679e-09	-0.006730719	0.00083873153	-0.004323433	-0.73252493	9.6251524e-17	-2.4099166e-17	1.3639256e-17	1.0610933e-16	6.0210187e-19	0
2.960010146817381e-09	-0.006593245	-0.0015430151	-0.001670177	-0.62988126	9.1501164e-17	-2.4074971e-17	1.36275905e-17	1.0685286e-16	-4.9043055e-18	0
2.9700106285335894e-09	-0.008559813	-0.0042508794	-0.0010934245	-0.6583763	9.842147e-17	-2.4262188e-17	1.3727673e-17	1.0655793e-16	2.3980508e-18	0
2.9800082361787233e-09	-0.0071206708	-0.005915614	0.0020129485	-0.82291317	9.2255527e-17	-2.4349908e-17	1.3772343e-17	1.0624111e-16	-3.4080338e-18	0
2.9900172497292827e-09	-0.013525897	-0.0048144814	0.004301473	-0.4968726	9.047682e-17	-2.4426945e-17	1.38155714e-17	1.0629111e-16	-5.2029172e-18	0
3e-09	-0.012379639	-0.005738702	0.0055629867	-0.45195895	7.675724e-17	-2.436926e-17	1.3784732e-17	1.0586326e-16	-1.8521495e-17	0
