# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-5.1232224e-10	-1.7257169e-09	0.000957454	0	0	0
0	1.5160424e-05	9.491443e-09	0.14250477	8.726646e-06	0	0.10000001
0	4.2936594e-05	1.596288e-08	0.3036151	1.7453292e-05	0	0.20000002
0	6.660227e-05	0	0.6384935	2.6179943e-05	0	0.3
0	8.75872e-05	0	0.8761394	3.4906585e-05	0	0.40000004
0	9.614969e-05	0	0.97139055	4.3633227e-05	0	0.5
0	-5.619298e-07	-1.4069985e-07	-0.013316291	5.2359886e-05	0	0.6
0	-7.891515e-07	-8.170191e-08	-0.01577196	6.1086525e-05	0	0.6999999
0	-9.852091e-07	-3.5943447e-08	-0.018234394	6.981317e-05	0	0.8000001
0	-9.847777e-07	-3.68872e-08	-0.018234398	6.981317e-05	0	0.8000001
0	-8.218255e-07	-5.7056514e-08	-0.015772145	6.1086525e-05	0	0.6999999
0	-6.71014e-07	-6.6601885e-08	-0.01331641	5.2359886e-05	0	0.6
0	-5.3067146e-07	-7.4124934e-08	-0.010867084	4.3633227e-05	0	0.5
0	-3.9656436e-07	-7.404404e-08	-0.008423843	3.4906585e-05	0	0.40000004
0	-2.7374185e-07	-6.830064e-08	-0.005986262	2.6179943e-05	0	0.3
0	-1.4846559e-07	-6.428296e-08	-0.0035538548	1.7453292e-05	0	0.20000002
0	-2.7935043e-08	-6.8947784e-08	-0.0011260922	8.726646e-06	0	0.10000001
0	9.078889e-08	-6.3959384e-08	0.001297655	1.21106544e-20	0	1.3877788e-16
0	2.1044309e-07	-6.255724e-08	0.003718046	-8.726646e-06	0	-0.10000001
0	3.2718515e-07	-5.4575796e-08	0.006135785	-1.7453292e-05	0	-0.20000002
0	4.4890885e-07	-5.422526e-08	0.008551628	-2.6179943e-05	0	-0.3
0	5.6416786e-07	-4.1659884e-08	0.010966321	-3.4906585e-05	0	-0.40000004
0	6.8982837e-07	-4.0662204e-08	0.013380678	-4.3633227e-05	0	-0.5
0	8.14235e-07	-3.322005e-08	0.015795477	-5.2359886e-05	0	-0.6
0	9.446413e-07	-3.4352553e-08	0.01821147	-6.1086525e-05	0	-0.6999999
0	1.079719e-06	-2.761147e-08	0.020629445	-6.981317e-05	0	-0.8000001
0	1.0793483e-06	-2.5454325e-08	0.02062945	-6.981317e-05	0	-0.8000001
0	9.3733394e-07	-2.8582187e-08	0.018211635	-6.1086525e-05	0	-0.6999999
0	7.9684304e-07	-1.6744847e-08	0.015795648	-5.2359886e-05	0	-0.6
0	6.646774e-07	-1.3347342e-08	0.013380864	-4.3633227e-05	0	-0.5
0	5.263167e-07	-1.4857344e-08	0.010966519	-3.4906585e-05	0	-0.40000004
0	3.9940235e-07	-1.0111623e-08	0.008551827	-2.6179943e-05	0	-0.3
0	2.6706144e-07	-7.738762e-09	0.006136002	-1.7453292e-05	0	-0.20000002
0	1.3930446e-07	-5.8782232e-09	0.0037182716	-8.726646e-06	0	-0.10000001
0	9.889167e-09	-3.127862e-09	0.0012978878	-1.21106544e-20	0	-1.3877788e-16
0	-1.1915536e-07	-4.5030424e-09	-0.0011258605	8.726646e-06	0	0.10000001
0	-2.458068e-07	-4.4221498e-09	-0.003553614	1.7453292e-05	0	0.20000002
0	-3.7595012e-07	-2.80429e-09	-0.0059860144	2.6179943e-05	0	0.3
0	-5.003905e-07	1.5908953e-09	-0.008423601	3.4906585e-05	0	0.40000004
0	-6.3610196e-07	1.6178596e-10	-0.0108668385	4.3633227e-05	0	0.5
0	-7.6664975e-07	1.2942877e-09	-0.01331617	5.2359886e-05	0	0.6
0	-9.038173e-07	-1.6987526e-09	-0.015771925	6.1086525e-05	0	0.6999999
0	-1.0438363e-06	-3.6671484e-09	-0.018234381	6.981317e-05	0	0.8000001
