# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	2.3296334e-10	6.212356e-10	0.0002423291	0	0	0
0	8.743347e-06	-6.212356e-10	0.037952784	8.726646e-06	0	0.100000024
0	1.875949e-05	-9.318534e-10	0.0887168	1.7453292e-05	0	0.20000005
0	0.0015483476	-1.6954142e-05	0.30555317	2.617994e-05	0	0.29999995
0	4.436352e-05	-1.358953e-09	0.9839926	3.4906585e-05	0	0.4000001
0	4.9303966e-05	-3.8827225e-10	0.9917094	4.3633223e-05	0	0.5
0	5.3264852e-05	-7.765445e-11	0.9962001	5.235988e-05	0	0.5999999
0	5.6403893e-05	7.765445e-11	0.996713	6.108651e-05	0	0.6999998
0	5.9014626e-05	7.765445e-11	0.9971189	6.981317e-05	0	0.8000002
0	5.901461e-05	1.1648167e-10	0.9971189	6.981317e-05	0	0.8000002
0	5.6403853e-05	2.3296334e-10	0.996713	6.108651e-05	0	0.6999998
0	5.3264823e-05	0	0.99619997	5.235988e-05	0	0.5999999
0	4.9416838e-05	1.553089e-10	0.99553424	4.3633223e-05	0	0.5
0	4.4591146e-05	3.8827225e-10	0.9946392	3.4906585e-05	0	0.4000001
0	3.83586e-05	-3.106178e-10	0.99336606	2.617994e-05	0	0.29999995
0	3.0040494e-05	-7.765445e-11	0.99058896	1.7453292e-05	0	0.20000005
0	8.741639e-06	-6.212356e-10	0.037952784	8.726646e-06	0	0.100000024
0	1.1648167e-10	-3.106178e-10	0.00024218747	1.2110654e-20	0	1.3877788e-16
0	-8.739038e-06	-1.553089e-10	-0.037506517	-8.726646e-06	0	-0.100000024
0	-1.8735494e-05	2.4849425e-09	-0.088443495	-1.7453292e-05	0	-0.20000005
0	-0.0016945049	1.8724042e-05	-0.30788684	-2.617994e-05	0	-0.29999995
0	-4.4497156e-05	2.7955602e-09	-0.9845818	-3.4906585e-05	0	-0.4000001
0	-4.9341957e-05	1.2424712e-09	-0.9918916	-4.3633223e-05	0	-0.5
0	-5.326494e-05	-2.3296334e-10	-0.99619997	-5.235988e-05	0	-0.5999999
0	-5.6404206e-05	0	-0.996713	-6.108651e-05	0	-0.6999998
0	-5.9014543e-05	1.553089e-10	-0.9971189	-6.981317e-05	0	-0.8000002
0	-5.901453e-05	1.553089e-10	-0.9971189	-6.981317e-05	0	-0.8000002
0	-5.640392e-05	-1.1648167e-10	-0.996713	-6.108651e-05	0	-0.6999998
0	-5.3264965e-05	0	-0.99619997	-5.235988e-05	0	-0.5999999
0	-4.9416867e-05	7.765445e-11	-0.9955342	-4.3633223e-05	0	-0.5
0	-4.459136e-05	2.3296334e-10	-0.9946392	-3.4906585e-05	0	-0.4000001
0	-3.8358834e-05	-1.553089e-10	-0.9933661	-2.617994e-05	0	-0.29999995
0	-3.0041017e-05	-3.8827225e-10	-0.99058896	-1.7453292e-05	0	-0.20000005
0	-8.736281e-06	1.8637067e-09	-0.03750651	-8.726646e-06	0	-0.100000024
0	-2.717906e-10	3.106178e-10	0.0002421887	-1.2110654e-20	0	-1.3877788e-16
0	8.742416e-06	-1.2424712e-09	0.0379528	8.726646e-06	0	0.100000024
0	1.8759103e-05	-1.553089e-09	0.08871681	1.7453292e-05	0	0.20000005
0	0.0015483465	-1.709454e-05	0.3055532	2.617994e-05	0	0.29999995
0	4.4364046e-05	-9.318534e-10	0.9839927	3.4906585e-05	0	0.4000001
0	4.9304126e-05	-9.318534e-10	0.9917094	4.3633223e-05	0	0.5
0	5.3264834e-05	-3.8827226e-11	0.99619997	5.235988e-05	0	0.5999999
0	5.6404107e-05	1.1648167e-10	0.996713	6.108651e-05	0	0.6999998
0	5.901454e-05	-1.553089e-10	0.9971189	6.981317e-05	0	0.8000002
