# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	1.3476067e-10	0	0.00026901538	0	0	0
0	9.99625e-06	-1.1319896e-09	0.04025124	8.726647e-06	0	0.10000002
0	2.2307473e-05	-2.0483621e-09	0.09785125	1.7453294e-05	0	0.20000003
0	3.9474176e-05	-4.3123416e-10	0.63970333	2.6179941e-05	0	0.3
0	4.9086284e-05	1.0780854e-10	0.98847455	3.490659e-05	0	0.40000007
0	5.3918073e-05	5.390427e-11	0.9938114	4.3633223e-05	0	0.5
0	5.7701756e-05	-2.1561708e-10	0.99685746	5.2359883e-05	0	0.6
0	6.0637423e-05	0	0.9973079	6.108651e-05	0	0.69999987
0	6.304465e-05	5.390427e-11	0.99765885	6.981318e-05	0	0.80000013
0	6.3044696e-05	1.6171281e-10	0.99765885	6.981318e-05	0	0.80000013
0	6.0637598e-05	5.390427e-11	0.9973079	6.108651e-05	0	0.69999987
0	5.770174e-05	1.6171281e-10	0.99685746	5.2359883e-05	0	0.6
0	5.4040625e-05	0	0.9962611	4.3633223e-05	0	0.5
0	4.934987e-05	5.390427e-11	0.9954381	3.490659e-05	0	0.40000007
0	4.3121807e-05	1.0780854e-10	0.99420357	2.6179941e-05	0	0.3
0	2.6550493e-05	-8.624683e-10	0.06700896	1.7453294e-05	0	0.20000003
0	1.1235482e-05	0	0.012170008	8.726647e-06	0	0.10000002
0	-1.819269e-10	-3.773299e-10	0.0021687404	1.2110653e-20	0	1.3877788e-16
0	-1.1273586e-05	-3.773299e-10	-0.005864027	-8.726647e-06	0	-0.10000002
0	-2.700496e-05	2.1561708e-10	-0.018837916	-1.7453294e-05	0	-0.20000003
0	-4.2295604e-05	0	-0.95381784	-2.6179941e-05	0	-0.3
0	-4.9104587e-05	0	-0.9889048	-3.490659e-05	0	-0.40000007
0	-5.392545e-05	0	-0.99394774	-4.3633223e-05	0	-0.5
0	-5.770181e-05	0	-0.99685746	-5.2359883e-05	0	-0.6
0	-6.063736e-05	5.390427e-11	-0.9973079	-6.108651e-05	0	-0.69999987
0	-6.304464e-05	-1.0780854e-10	-0.99765885	-6.981318e-05	0	-0.80000013
0	-6.304468e-05	-5.390427e-11	-0.99765885	-6.981318e-05	0	-0.80000013
0	-6.0637518e-05	1.0780854e-10	-0.9973079	-6.108651e-05	0	-0.69999987
0	-5.770189e-05	-1.0780854e-10	-0.99685746	-5.2359883e-05	0	-0.6
0	-5.404043e-05	5.390427e-11	-0.9962611	-4.3633223e-05	0	-0.5
0	-4.9349874e-05	-2.1561708e-10	-0.9954381	-3.490659e-05	0	-0.40000007
0	-4.31217e-05	0	-0.99420357	-2.6179941e-05	0	-0.3
0	-2.655459e-05	2.3717879e-09	-0.067008995	-1.7453294e-05	0	-0.20000003
0	-1.1235833e-05	4.3123416e-10	-0.012170594	-8.726647e-06	0	-0.10000002
0	2.829974e-10	2.1561708e-10	-0.0021687292	-1.2110653e-20	0	-1.3877788e-16
0	1.127368e-05	2.6952135e-10	0.0058640228	8.726647e-06	0	0.10000002
0	2.7003869e-05	-1.4823674e-10	0.018838102	1.7453294e-05	0	0.20000003
0	4.2296888e-05	4.3123416e-10	0.9538132	2.6179941e-05	0	0.3
0	4.9104914e-05	-5.390427e-11	0.9889049	3.490659e-05	0	0.40000007
0	5.392563e-05	0	0.99394774	4.3633223e-05	0	0.5
0	5.7701756e-05	5.390427e-11	0.99685746	5.2359883e-05	0	0.6
0	6.0637532e-05	-1.0780854e-10	0.9973079	6.108651e-05	0	0.69999987
0	6.304458e-05	1.6171281e-10	0.99765885	6.981318e-05	0	0.80000013
