# t (s)	mx ()	my ()	mz ()	spinAngle (rad)	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_therm (J)	E_custom (J)
0	0	0	0	0.002372557	-3.7775936e-17	-3.21808e-16	3.2615927e-16	6.1440006e-18	0	-4.82712e-17
1.0000000000000124e-11	-2.3707909e-11	1.3261611e-10	0.0003848216	0.004910625	-4.3232128e-17	-3.188528e-16	3.2344572e-16	2.7247241e-19	0	-4.8097525e-17
2.0009999999999403e-11	-3.378377e-10	2.3856084e-10	0.0010205103	0.005704485	-4.4082536e-17	-3.1673005e-16	3.2137743e-16	-6.9690003e-19	0	-4.803302e-17
3.000999999999824e-11	-7.942149e-10	4.7415816e-10	0.0017884425	0.0062691257	-4.4513712e-17	-3.1470374e-16	3.1941697e-16	-1.2208284e-18	0	-4.8006102e-17
4.000000000000001e-11	-1.3394968e-09	8.4755775e-10	0.0026140441	0.0067768986	-4.481413e-17	-3.1238596e-16	3.171661e-16	-1.6496831e-18	0	-4.7944576e-17
5.0000000000001785e-11	-2.3944988e-09	1.4935982e-09	0.0035105248	0.0072694523	-4.506335e-17	-3.0959663e-16	3.1444131e-16	-2.034277e-18	0	-4.7873763e-17
6.00000000000024e-11	-3.62731e-09	2.5130382e-09	0.0044863666	0.0077694776	-4.5290633e-17	-3.0630104e-16	3.1120343e-16	-2.3903127e-18	0	-4.780274e-17
7.000999999999771e-11	-4.919391e-09	3.9829287e-09	0.005531434	0.008275765	-4.5510326e-17	-3.0249217e-16	3.0744308e-16	-2.7280071e-18	0	-4.7733235e-17
8.000999999999302e-11	-6.661922e-09	5.6187743e-09	0.006622252	0.008795952	-4.5730257e-17	-2.981846e-16	3.0317276e-16	-3.0535254e-18	0	-4.7664873e-17
9.000999999998834e-11	-8.700803e-09	7.799902e-09	0.0077349283	0.009336988	-4.5955786e-17	-2.933887e-16	2.9840103e-16	-3.3718514e-18	0	-4.7596227e-17
1.0000999999998365e-10	-1.12138405e-08	1.0170693e-08	0.008842434	0.0099111935	-4.6191052e-17	-2.88129e-16	2.9314934e-16	-3.6858903e-18	0	-4.7525517e-17
1.1000999999997896e-10	-1.37505864e-08	1.3323844e-08	0.009914816	0.010524709	-4.6439534e-17	-2.8244618e-16	2.874543e-16	-3.9970335e-18	0	-4.7450634e-17
1.2000999999997891e-10	-1.6731857e-08	1.7401605e-08	0.010917725	0.011187452	-4.6705023e-17	-2.7640601e-16	2.8137548e-16	-4.305212e-18	0	-4.7369272e-17
1.3000999999998715e-10	-1.9950205e-08	2.1953523e-08	0.011811794	0.011911975	-4.6991935e-17	-2.7011026e-16	2.750064e-16	-4.6088734e-18	0	-4.7279172e-17
1.400099999999954e-10	-2.3174481e-08	2.6872915e-08	0.012555582	0.012692976	-4.7305036e-17	-2.6370648e-16	2.6848557e-16	-4.9057055e-18	0	-4.7178412e-17
1.5000000000000362e-10	-2.6114261e-08	3.2361296e-08	0.013112957	0.013539038	-4.764889e-17	-2.5739563e-16	2.6200717e-16	-5.193365e-18	0	-4.7067063e-17
1.6000000000001186e-10	-2.884067e-08	3.751184e-08	0.013468259	0.014454748	-4.8028108e-17	-2.5138958e-16	2.557823e-16	-5.4726865e-18	0	-4.694813e-17
1.700000000000201e-10	-3.105736e-08	4.1767407e-08	0.013634726	0.015404778	-4.8443204e-17	-2.4590687e-16	2.5004037e-16	-5.747973e-18	0	-4.6828733e-17
1.8000000000002833e-10	-3.2788037e-08	4.517542e-08	0.013655884	0.016335461	-4.8891552e-17	-2.410902e-16	2.4494446e-16	-6.026856e-18	0	-4.6718976e-17
1.9000000000003657e-10	-3.4044557e-08	4.6289692e-08	0.013587728	0.01721427	-4.9366738e-17	-2.3697224e-16	2.4055106e-16	-6.3160823e-18	0	-4.662946e-17
2.000000000000448e-10	-3.4376466e-08	4.672236e-08	0.0134774735	0.01803046	-4.9859724e-17	-2.3347815e-16	2.368051e-16	-6.6188416e-18	0	-4.6567833e-17
2.1000000000005304e-10	-3.4542424e-08	4.666902e-08	0.013352447	0.01878432	-5.03604e-17	-2.304642e-16	2.3357492e-16	-6.9345376e-18	0	-4.6536592e-17
2.2000000000006128e-10	-3.4044557e-08	4.637267e-08	0.013221372	0.019470764	-5.085931e-17	-2.2776536e-16	2.306993e-16	-7.259641e-18	0	-4.6533565e-17
2.3000000000006952e-10	-3.3594105e-08	4.6028905e-08	0.013081617	0.020083098	-5.1348868e-17	-2.2522987e-16	2.2802365e-16	-7.588891e-18	0	-4.655376e-17
2.4000000000005925e-10	-3.311995e-08	4.6230422e-08	0.012926392	0.020618476	-5.1823474e-17	-2.227354e-16	2.2541977e-16	-7.916575e-18	0	-4.6591302e-17
2.5000000000004163e-10	-3.3167364e-08	4.6633456e-08	0.012749569	0.021077516	-5.2279562e-17	-2.201929e-16	2.2279153e-16	-8.2375145e-18	0	-4.6640698e-17
2.60000000000024e-10	-3.2716912e-08	4.8257448e-08	0.01254785	0.021465827	-5.2715046e-17	-2.1754476e-16	2.2007467e-16	-8.547676e-18	0	-4.6697287e-17
2.700000000000064e-10	-3.295399e-08	4.970363e-08	0.0123209	0.021791348	-5.3129033e-17	-2.1476106e-16	2.1723385e-16	-8.8445e-18	0	-4.6757324e-17
2.800099999999888e-10	-3.3854892e-08	5.2109982e-08	0.012070403	0.022058496	-5.352193e-17	-2.1183075e-16	2.1425383e-16	-9.127228e-18	0	-4.681778e-17
2.9000999999997117e-10	-3.4755793e-08	5.4297036e-08	0.0118002305	0.022270909	-5.3893636e-17	-2.0876289e-16	2.1114084e-16	-9.395511e-18	0	-4.6876084e-17
3.0000999999995355e-10	-3.6012313e-08	5.736721e-08	0.0115145	0.022434577	-5.424582e-17	-2.0555694e-16	2.078922e-16	-9.650577e-18	0	-4.6930486e-17
3.1000999999993594e-10	-3.7482202e-08	6.005213e-08	0.011218331	0.02255939	-5.458014e-17	-2.0220581e-16	2.0449911e-16	-9.893512e-18	0	-4.6979928e-17
3.2000999999991833e-10	-3.9758163e-08	6.3291225e-08	0.010917383	0.022665702	-5.48985e-17	-1.9869152e-16	2.009423e-16	-1.0125148e-17	0	-4.702414e-17
3.300099999999007e-10	-4.2140808e-08	6.609765e-08	0.010617263	0.022782201	-5.520277e-17	-1.9499082e-16	1.9719752e-16	-1.034585e-17	0	-4.7063596e-17
3.400099999998831e-10	-4.448789e-08	6.940046e-08	0.010322677	0.022900948	-5.5494667e-17	-1.9108454e-16	1.932448e-16	-1.0555492e-17	0	-4.7099403e-17
3.500099999998655e-10	-4.6348962e-08	7.2863294e-08	0.010036202	0.02301273	-5.577545e-17	-1.8696773e-16	1.8907886e-16	-1.0753437e-17	0	-4.7133132e-17
3.600099999998479e-10	-4.862492e-08	7.609349e-08	0.009756956	0.023117842	-5.6045947e-17	-1.8265793e-16	1.8471728e-16	-1.0938563e-17	0	-4.7166755e-17
3.7000999999983027e-10	-5.064602e-08	7.867247e-08	0.009479284	0.023217455	-5.6306376e-17	-1.7819978e-16	1.8020524e-16	-1.1109304e-17	0	-4.7202522e-17
3.8000999999981266e-10	-5.2275936e-08	8.038907e-08	0.009192016	0.023313124	-5.655619e-17	-1.7366575e-16	1.756161e-16	-1.1263805e-17	0	-4.7242737e-17
