# t (s)	mx ()	my ()	mz ()	spinAngle (rad)	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_therm (J)	E_custom (J)
0	0	0	0	0.0060737464	-1.24993236e-17	-1.2571201e-16	1.271095e-16	4.960001e-18	0	-1.88568e-17
1.0000000000000124e-11	1.5172368e-09	-2.275855e-10	0.0023179478	0.017489288	-2.208781e-17	-1.1938244e-16	1.2133855e-16	-5.5092896e-18	0	-1.8534631e-17
2.0009999999999403e-11	7.1765296e-09	-3.2772314e-09	0.0071611474	0.022795158	-2.4293421e-17	-1.119706e-16	1.1405667e-16	-8.1829256e-18	0	-1.8196564e-17
3.000999999999824e-11	1.45503005e-08	-5.7654996e-09	0.013206363	0.029259339	-2.6623293e-17	-1.051899e-16	1.0691582e-16	-1.0573119e-17	0	-1.7776096e-17
4.000000000000001e-11	1.9633044e-08	-7.32446e-09	0.017748274	0.0353207	-2.957359e-17	-1.0127587e-16	1.0251696e-16	-1.3326621e-17	0	-1.7488059e-17
5.0000000000001785e-11	2.2415277e-08	-8.359974e-09	0.019261774	0.03983133	-3.267352e-17	-9.8546334e-17	9.968464e-17	-1.6370043e-17	0	-1.7441788e-17
6.00000000000024e-11	2.426441e-08	-7.980665e-09	0.018269362	0.043315984	-3.550269e-17	-9.5147145e-17	9.639395e-17	-1.9234702e-17	0	-1.7514797e-17
7.000999999999771e-11	2.859612e-08	-8.860662e-09	0.015888242	0.046425883	-3.7975687e-17	-9.070712e-17	9.2100705e-17	-2.1761684e-17	0	-1.7607592e-17
8.000999999999302e-11	3.677782e-08	-1.1622033e-08	0.013107773	0.04948456	-4.0163874e-17	-8.5385626e-17	8.6871e-17	-2.3982891e-17	0	-1.7666354e-17
9.000999999998834e-11	4.4443656e-08	-1.3382028e-08	0.0107042715	0.05310343	-4.223189e-17	-7.961346e-17	8.1023704e-17	-2.5962792e-17	0	-1.7679351e-17
1.0000999999998365e-10	5.0264156e-08	-1.4747541e-08	0.0093630925	0.057124153	-4.437434e-17	-7.446409e-17	7.5539517e-17	-2.780083e-17	0	-1.764893e-17
1.1000999999997896e-10	4.5145377e-08	-1.1773757e-08	0.008992865	0.06031854	-4.6655908e-17	-7.1069466e-17	7.174507e-17	-2.973149e-17	0	-1.7600023e-17
1.2000999999997891e-10	3.8395573e-08	-7.798596e-09	0.00917349	0.06246468	-4.8915273e-17	-6.875387e-17	6.922063e-17	-3.1767643e-17	0	-1.7614393e-17
1.3000999999998715e-10	3.3849552e-08	-4.9035194e-09	0.009749667	0.06407838	-5.0974056e-17	-6.631982e-17	6.673701e-17	-3.3664888e-17	0	-1.772636e-17
1.400099999999954e-10	2.9000084e-08	-4.55171e-09	0.009700603	0.06550219	-5.273858e-17	-6.412866e-17	6.4574106e-17	-3.5279084e-17	0	-1.790494e-17
1.5000000000000362e-10	2.7340606e-08	-5.3406732e-09	0.008014684	0.066890985	-5.417933e-17	-6.333644e-17	6.385931e-17	-3.6609773e-17	0	-1.8092425e-17
1.6000000000001186e-10	2.5356819e-08	-7.0399784e-09	0.004861287	0.068104915	-5.533645e-17	-6.4337215e-17	6.497373e-17	-3.771945e-17	0	-1.8253507e-17
1.700000000000201e-10	2.3850962e-08	-9.148938e-09	0.0010144963	0.06911472	-5.626236e-17	-6.64929e-17	6.725649e-17	-3.863629e-17	0	-1.8389651e-17
1.8000000000002833e-10	2.3471651e-08	-1.1652378e-08	-0.002666622	0.07009351	-5.698415e-17	-6.851614e-17	6.939482e-17	-3.9357624e-17	0	-1.8505203e-17
1.9000000000003657e-10	2.6149575e-08	-1.5536504e-08	-0.0052606505	0.07117032	-5.7520916e-17	-6.950291e-17	7.0478726e-17	-3.989867e-17	0	-1.859806e-17
2.000000000000448e-10	3.0860594e-08	-1.9117183e-08	-0.0060028466	0.072283074	-5.7908843e-17	-6.959157e-17	7.0655035e-17	-4.030609e-17	0	-1.8666214e-17
2.1000000000005304e-10	3.8370917e-08	-2.3547514e-08	-0.004809723	0.07349108	-5.8200355e-17	-6.929587e-17	7.044059e-17	-4.0636743e-17	0	-1.8708329e-17
2.2000000000006128e-10	4.8308817e-08	-2.8220603e-08	-0.00243742	0.074999794	-5.845222e-17	-6.8770506e-17	6.99795e-17	-4.0936285e-17	0	-1.8724929e-17
2.3000000000006952e-10	6.108395e-08	-3.4107483e-08	-1.6194712e-05	0.07700137	-5.8719626e-17	-6.795163e-17	6.917777e-17	-4.122697e-17	0	-1.87188e-17
2.4000000000005925e-10	7.376805e-08	-4.460676e-08	0.001530923	0.07952085	-5.905444e-17	-6.698437e-17	6.813544e-17	-4.1511076e-17	0	-1.8694432e-17
2.5000000000004163e-10	8.2143195e-08	-5.607707e-08	0.0018017621	0.08233223	-5.9491875e-17	-6.6269535e-17	6.723545e-17	-4.179593e-17	0	-1.8661861e-17
2.60000000000024e-10	7.531563e-08	-5.923292e-08	0.0009937211	0.084968165	-6.002129e-17	-6.613082e-17	6.6860877e-17	-4.2111133e-17	0	-1.8640216e-17
2.700000000000064e-10	5.7078445e-08	-5.01295e-08	-0.00017356314	0.08700616	-6.0572583e-17	-6.646992e-17	6.701885e-17	-4.2477266e-17	0	-1.864425e-17
2.800099999999888e-10	3.814333e-08	-3.762747e-08	-0.0009235333	0.08835229	-6.106921e-17	-6.691423e-17	6.737169e-17	-4.2861313e-17	0	-1.8665349e-17
2.9000999999997117e-10	2.5163372e-08	-2.9130945e-08	-0.0009903521	0.08914128	-6.1480636e-17	-6.7227146e-17	6.7650364e-17	-4.3216174e-17	0	-1.8687674e-17
3.0000999999995355e-10	1.6196502e-08	-2.3547514e-08	-0.0006434094	0.08955008	-6.181555e-17	-6.740214e-17	6.781636e-17	-4.3524712e-17	0	-1.870507e-17
3.1000999999993594e-10	9.63066e-09	-2.1605452e-08	-0.00031362034	0.08973712	-6.209311e-17	-6.749848e-17	6.79129e-17	-4.379001e-17	0	-1.871752e-17
3.2000999999991833e-10	8.022389e-09	-2.0391662e-08	-0.00026950784	0.089823276	-6.2329965e-17	-6.753083e-17	6.7948493e-17	-4.4021354e-17	0	-1.8726272e-17
3.300099999999007e-10	8.382733e-09	-2.281924e-08	-0.0005255038	0.089878626	-6.253693e-17	-6.750911e-17	6.793124e-17	-4.4226965e-17	0	-1.8732107e-17
3.400099999998831e-10	9.600315e-09	-2.4397167e-08	-0.0009334293	0.08993946	-6.2720096e-17	-6.747312e-17	6.7900504e-17	-4.441228e-17	0	-1.8735196e-17
