# t (s)	mx ()	my ()	mz ()	spinAngle (rad)	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_therm (J)	E_custom (J)
0	0	0	0	0.016871518	-1.4113495e-17	-4.5216e-17	3.1580902e-17	6.3040005e-18	0	-6.7824004e-18
1.0000000000000124e-11	-6.749287e-10	-2.530983e-10	0.00026975694	0.019052569	-1.9317228e-17	-4.2813016e-17	3.0044513e-17	1.2810896e-19	0	-6.6768356e-18
2.0009999999999403e-11	0	-3.1637284e-10	-9.267286e-05	0.016866945	-1.980628e-17	-4.2484982e-17	2.9825883e-17	-4.1568568e-19	0	-6.731497e-18
3.000999999999824e-11	0	-5.9056265e-10	-0.00084966054	0.015102239	-1.9986977e-17	-4.3098955e-17	3.0259074e-17	-4.0355175e-19	0	-6.743541e-18
4.000000000000001e-11	5.061966e-10	-9.2802704e-10	-0.001301126	0.013453549	-2.008025e-17	-4.362862e-17	3.062933e-17	-3.2747858e-19	0	-6.7534772e-18
5.0000000000001785e-11	5.431067e-10	-4.6401352e-10	-0.0012823128	0.012150748	-2.0131373e-17	-4.398665e-17	3.087693e-17	-2.5943595e-19	0	-6.7622185e-18
6.00000000000024e-11	0	-2.1091523e-11	-0.00083878456	0.011242855	-2.0162345e-17	-4.421768e-17	3.1037395e-17	-2.1260416e-19	0	-6.7694542e-18
7.000999999999771e-11	-4.6401352e-10	7.909321e-11	-0.0001546503	0.010540803	-2.0180841e-17	-4.4351634e-17	3.1133973e-17	-1.8862941e-19	0	-6.7745517e-18
8.000999999999302e-11	-5.061966e-10	1.3182203e-10	0.0005109256	0.0096001765	-2.0192415e-17	-4.4446102e-17	3.1202153e-17	-1.7179133e-19	0	-6.7766755e-18
9.000999999998834e-11	-3.3746436e-10	-4.5874063e-10	0.0010186778	0.008984174	-2.0199582e-17	-4.449749e-17	3.1240117e-17	-1.6348881e-19	0	-6.7787207e-18
1.0000999999998365e-10	3.9546606e-11	-5.595845e-10	0.0013186561	0.008736506	-2.0203726e-17	-4.4519628e-17	3.1258636e-17	-1.6282686e-19	0	-6.779906e-18
1.1000999999997896e-10	2.2937031e-10	-7.9884144e-10	0.0013892178	0.008528238	-2.0206472e-17	-4.4554747e-17	3.1285132e-17	-1.5663942e-19	0	-6.7802167e-18
1.2000999999997891e-10	-2.4518895e-10	-5.6419824e-10	0.0013279354	0.0081160255	-2.0210858e-17	-4.461695e-17	3.1329413e-17	-1.4391363e-19	0	-6.7794077e-18
1.3000999999998715e-10	-8.014779e-10	-1.1600338e-10	0.0011811719	0.0072757713	-2.0551393e-17	-4.47541e-17	3.142229e-17	-4.4460705e-19	0	-6.774976e-18
1.400099999999954e-10	-2.530983e-10	7.909321e-10	0.0010045895	0.006778161	-2.0610962e-17	-4.4804784e-17	3.1456885e-17	-4.8278696e-19	0	-6.780276e-18
1.5000000000000362e-10	6.591101e-12	1.0914863e-09	0.0009810585	0.0064635263	-2.06219e-17	-4.4809667e-17	3.146057e-17	-4.9150814e-19	0	-6.7812986e-18
1.6000000000001186e-10	3.3746436e-10	9.214359e-10	0.0009861463	0.0062218495	-2.0625247e-17	-4.4806266e-17	3.1458595e-17	-4.961682e-19	0	-6.781408e-18
1.700000000000201e-10	2.478254e-10	3.8228387e-10	0.000985876	0.006044563	-2.0626505e-17	-4.4805072e-17	3.1457924e-17	-4.978246e-19	0	-6.7815385e-18
1.8000000000002833e-10	1.1600338e-10	-5.800169e-11	0.0009758653	0.005852825	-2.0627006e-17	-4.480771e-17	3.1459614e-17	-4.9728015e-19	0	-6.78163e-18
1.9000000000003657e-10	-2.530983e-10	-2.6891692e-10	0.00097213115	0.005755555	-2.0627228e-17	-4.481039e-17	3.1461484e-17	-4.966696e-19	0	-6.7816535e-18
2.000000000000448e-10	-1.5818642e-10	-2.7155336e-10	0.0009643836	0.005696027	-2.062733e-17	-4.4813585e-17	3.1463456e-17	-4.955375e-19	0	-6.781662e-18
2.1000000000005304e-10	-2.8473557e-10	7.909321e-11	0.0009649895	0.0056814933	-2.0627378e-17	-4.481241e-17	3.1462708e-17	-4.960025e-19	0	-6.7816713e-18
2.2000000000006128e-10	-3.4801012e-10	-1.00184736e-10	0.0009730134	0.005683591	-2.0627403e-17	-4.4810104e-17	3.1461305e-17	-4.9693465e-19	0	-6.781669e-18
2.3000000000006952e-10	2.082788e-10	7.909322e-12	0.0009720314	0.0056673754	-2.0627413e-17	-4.4810945e-17	3.1461844e-17	-4.966427e-19	0	-6.781669e-18
2.4000000000005925e-10	5.931991e-11	1.1600338e-10	0.0009669572	0.005654222	-2.0627421e-17	-4.4812414e-17	3.146275e-17	-4.9608e-19	0	-6.7816746e-18
2.5000000000004163e-10	-3.65147e-10	7.3820333e-10	0.0009666535	0.005657846	-2.0627428e-17	-4.48121e-17	3.1462533e-17	-4.9618284e-19	0	-6.7816775e-18
2.60000000000024e-10	-4.837868e-10	7.105207e-10	0.00096973305	0.005663065	-2.0627424e-17	-4.481094e-17	3.1461795e-17	-4.9660605e-19	0	-6.781674e-18
2.700000000000064e-10	-2.939631e-10	-1.1336694e-10	0.00097128353	0.0056661945	-2.0627428e-17	-4.481057e-17	3.1461566e-17	-4.9674946e-19	0	-6.7816725e-18
2.800099999999888e-10	-8.673889e-10	-6.3142747e-10	0.00097022764	0.0056659603	-2.0627423e-17	-4.481112e-17	3.146193e-17	-4.9655756e-19	0	-6.7816733e-18
2.9000999999997117e-10	-8.542067e-10	-5.1937876e-10	0.0009685786	0.0056618103	-2.062743e-17	-4.4811755e-17	3.1462334e-17	-4.9633287e-19	0	-6.781675e-18
3.0000999999995355e-10	4.9828724e-10	7.500673e-10	0.00096805533	0.0056587136	-2.0627431e-17	-4.4811888e-17	3.1462417e-17	-4.962851e-19	0	-6.781675e-18
3.1000999999993594e-10	2.0036947e-10	8.014779e-10	0.0009686387	0.0056589157	-2.062743e-17	-4.4811603e-17	3.146223e-17	-4.9638183e-19	0	-6.781675e-18
3.2000999999991833e-10	-4.5610418e-10	1.0967592e-09	0.0009693858	0.005661504	-2.0627426e-17	-4.4811295e-17	3.1462033e-17	-4.9648936e-19	0	-6.781674e-18
3.300099999999007e-10	2.148699e-10	7.975232e-10	0.0009696563	0.005660393	-2.0627424e-17	-4.48112e-17	3.1461973e-17	-4.9652447e-19	0	-6.781674e-18
3.400099999998831e-10	3.7964742e-10	2.2805209e-10	0.00096950197	0.0056617553	-2.0627424e-17	-4.481129e-17	3.1462033e-17	-4.9649366e-19	0	-6.781674e-18
3.500099999998655e-10	2.675987e-10	-6.52519e-10	0.0009692096	0.0056607323	-2.0627426e-17	-4.481142e-17	3.1462116e-17	-4.9644806e-19	0	-6.781674e-18
3.600099999998479e-10	-4.7192283e-10	-1.0928045e-09	0.00096901646	0.005661669	-2.0627426e-17	-4.4811494e-17	3.1462162e-17	-4.9642236e-19	0	-6.7816746e-18
3.7000999999983027e-10	-7.0788425e-10	-2.6364404e-11	0.0009690018	0.0056611705	-2.0627434e-17	-4.481149e-17	3.146216e-17	-4.96425e-19	0	-6.781675e-18
3.8000999999981266e-10	-1.370949e-09	-2.7550803e-10	0.00096908177	0.0056619425	-2.062743e-17	-4.481144e-17	3.146213e-17	-4.9644165e-19	0	-6.7816746e-18
3.9000999999979505e-10	1.1863982e-10	6.736105e-10	0.00096919294	0.0056618266	-2.0627428e-17	-4.4811408e-17	3.1462106e-17	-4.964523e-19	0	-6.781674e-18
4.0000999999977743e-10	8.014779e-10	6.5120076e-10	0.00096921454	0.0056621134	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964542e-19	0	-6.781674e-18
4.100099999997598e-10	5.259699e-10	4.903779e-10	0.0009692108	0.005662317	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964539e-19	0	-6.781674e-18
4.200099999997422e-10	4.7324106e-10	-2.8737202e-10	0.00096920657	0.0056621213	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645343e-19	0	-6.781674e-18
4.300099999997246e-10	6.0374483e-10	-5.721076e-10	0.00096920534	0.0056622904	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645333e-19	0	-6.781674e-18
4.40009999999707e-10	6.274728e-10	-1.0031656e-09	0.00096920435	0.005661957	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645343e-19	0	-6.781674e-18
4.5000999999968937e-10	4.5478596e-10	-3.8360207e-10	0.00096920406	0.0056621423	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645343e-19	0	-6.781674e-18
4.6000999999967176e-10	1.041394e-10	-4.2578513e-10	0.0009692038	0.0056625316	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.781674e-18
4.700099999996541e-10	3.6778344e-10	-8.133419e-10	0.0009692038	0.0056624864	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645333e-19	0	-6.781674e-18
4.800099999996365e-10	5.286063e-10	-9.491186e-10	0.00096920383	0.0056621158	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
4.900099999996189e-10	4.5610418e-10	-1.0216207e-09	0.00096920383	0.005662711	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.000099999996013e-10	5.6288e-10	-9.148448e-10	0.00096920383	0.005662634	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.100099999995837e-10	5.98472e-10	-1.0189842e-09	0.0009692038	0.0056626555	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.200099999995661e-10	5.0356014e-10	-1.071713e-09	0.0009692038	0.0056626727	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.300099999995485e-10	5.1278765e-10	-1.0229388e-09	0.0009692038	0.0056626643	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645333e-19	0	-6.7816746e-18
5.400099999995309e-10	5.351974e-10	-9.899834e-10	0.0009692038	0.005662656	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.500099999995133e-10	6.380186e-10	-1.0229388e-09	0.0009692038	0.0056626387	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645333e-19	0	-6.7816746e-18
5.600099999994956e-10	6.3010924e-10	-9.346182e-10	0.0009692038	0.005662635	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.781674e-18
5.70009999999478e-10	6.947021e-10	-1.0163478e-09	0.0009692038	0.005662633	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.800099999994604e-10	6.709741e-10	-1.0848952e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
5.900099999994428e-10	5.272881e-10	-1.0638037e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.000099999994252e-10	4.811504e-10	-1.1468516e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.100099999994076e-10	5.1278765e-10	-1.1903528e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.2000999999939e-10	5.312427e-10	-1.1587156e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.300099999993724e-10	4.8642324e-10	-1.0598491e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.400099999993547e-10	4.244669e-10	-9.913016e-10	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.500099999993371e-10	4.297398e-10	-9.978927e-10	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.9645333e-19	0	-6.7816746e-18
6.600099999993195e-10	4.2314868e-10	-9.992109e-10	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
6.700099999993019e-10	4.5346776e-10	-1.0453486e-09	0.0009692038	0.0056626336	-2.0627426e-17	-4.4811405e-17	3.1462106e-17	-4.964534e-19	0	-6.7816746e-18
