# t (s)	mx ()	my ()	mz ()	spinAngle (rad)	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_therm (J)	E_custom (J)
0	0	0	0	0.03796091	9.987617e-18	-2.0096e-17	2.7274018e-17	5.824001e-18	0	-3.0144e-18
1.0000000000000124e-11	1.5185897e-09	-1.7084134e-09	0.007267473	0.06410197	1.8223864e-18	-1.6347701e-17	2.2594263e-17	-1.6252145e-18	0	-2.7989587e-18
2.0009999999999403e-11	7.5929485e-09	-3.7964742e-09	0.024249574	0.07328442	1.00416256e-19	-1.2552542e-17	1.747344e-17	-2.2887943e-18	0	-2.5316864e-18
3.000999999999824e-11	1.2148718e-08	-1.6704487e-08	0.044167187	0.081948735	-1.3266529e-18	-8.945267e-18	1.2406509e-17	-2.6520868e-18	0	-2.135808e-18
4.000000000000001e-11	1.5185897e-08	-1.6704487e-08	0.058570024	0.09414146	-2.9050957e-18	-6.067812e-18	8.2322975e-18	-3.2027767e-18	0	-1.8668046e-18
5.0000000000001785e-11	1.5185897e-08	-9.870833e-09	0.042835332	0.106187	-4.3605488e-18	-5.5984804e-18	7.546797e-18	-4.1223613e-18	0	-2.1865033e-18
6.00000000000024e-11	3.0371794e-09	0	-0.0006661248	0.11571292	-5.4208516e-18	-7.400195e-18	1.0085072e-17	-5.5386343e-18	0	-2.5670938e-18
7.000999999999771e-11	1.0630128e-08	1.0630128e-08	-0.025125338	0.12595926	-6.2056545e-18	-8.417945e-18	1.1615223e-17	-6.656635e-18	0	-2.746297e-18
8.000999999999302e-11	1.7463782e-08	8.352243e-09	-0.016337067	0.12893756	-6.706683e-18	-8.765388e-18	1.2208275e-17	-7.281241e-18	0	-2.8683288e-18
9.000999999998834e-11	3.2649677e-08	6.074359e-09	-0.0044365902	0.12795012	-6.9887266e-18	-8.764627e-18	1.2247198e-17	-7.565878e-18	0	-2.9054202e-18
1.0000999999998365e-10	4.7479656e-08	-7.5929485e-10	-0.003041	0.12644827	-7.163361e-18	-8.753087e-18	1.22560986e-17	-7.734175e-18	0	-2.9321973e-18
