# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-3.9282963e-10	-1.0123932e-09	0.0003180882	0	0	0
0	-2.6364404e-11	-1.4764066e-10	0.0008759183	0	0	0.019999998
0	-1.5554999e-10	-1.1600338e-10	0.0014506163	0	0	0.039999995
0	1.5423177e-10	5.2728807e-12	0.0020636	0	0	0.059999995
0	-1.7268685e-10	-3.6646522e-10	0.0027433399	0	0	0.07999999
0	-3.3614614e-10	-2.0564235e-10	0.003533057	0	0	0.100000024
0	4.2710335e-10	-8.436609e-11	0.0045070597	0	0	0.11999999
0	-2.082788e-10	-2.1091523e-10	0.0058152885	0	0	0.14
0	-1.3973134e-10	-2.1091523e-10	0.007847782	0	0	0.15999998
0	1.4764066e-10	-2.9528133e-10	0.012561981	0	0	0.18000004
0	-1.8982371e-10	3.3746436e-10	0.7741217	0	0	0.20000005
0	3.0055422e-10	3.3746436e-10	0.99708205	0	0	0.22
0	2.6364405e-10	5.061966e-10	0.9971522	0	0	0.23999998
0	1.7400506e-10	3.3746436e-10	0.9972196	0	0	0.26
0	1.6873218e-10	5.9056265e-10	0.99728405	0	0	0.28
0	1.7400506e-10	3.3746436e-10	0.9973462	0	0	0.29999995
0	1.7664151e-10	3.3746436e-10	0.9974058	0	0	0.31999996
0	1.634593e-10	8.436609e-11	0.9974633	0	0	0.33999997
0	1.7136863e-10	8.436609e-11	0.9975186	0	0	0.36000007
0	8.700253e-11	3.3746436e-10	0.9975719	0	0	0.38000005
0	1.02821175e-10	4.2183046e-10	0.9976232	0	0	0.4000001
0	-1.3182202e-11	3.3746436e-10	0.9976726	0	0	0.42000005
0	-1.5818643e-11	3.3746436e-10	0.9977205	0	0	0.44
0	2.3727964e-11	1.6873218e-10	0.99776655	0	0	0.46
0	2.2673388e-10	2.530983e-10	0.997811	0	0	0.47999996
0	1.00184736e-10	1.6873218e-10	0.9978541	0	0	0.5
0	2.1882456e-10	8.436609e-11	0.9978957	0	0	0.52
0	1.6082287e-10	1.6873218e-10	0.997936	0	0	0.54
0	3.1637287e-11	8.436609e-11	0.997975	0	0	0.56
0	2.3727964e-11	3.3746436e-10	0.9980127	0	0	0.58
0	1.1600338e-10	8.436609e-11	0.9980493	0	0	0.5999999
0	1.3445846e-10	8.436609e-11	0.9980846	0	0	0.61999995
0	7.645677e-11	1.6873218e-10	0.9981191	0	0	0.6399999
0	-3.9546606e-11	1.6873218e-10	0.9981524	0	0	0.65999997
0	6.854745e-11	2.530983e-10	0.9981847	0	0	0.67999995
0	7.382033e-11	5.061966e-10	0.99821603	0	0	0.6999998
0	2.346432e-10	8.436609e-11	0.99824655	0	0	0.72000015
0	1.9246015e-10	8.436609e-11	0.99827605	0	0	0.73999995
0	7.382033e-11	1.6873218e-10	0.99830484	0	0	0.7600001
0	-2.6364404e-11	2.530983e-10	0.998333	0	0	0.7799999
0	3.1637287e-11	0	0.99836004	0	0	0.8000002
0	1.3973134e-10	3.3746436e-10	0.99838656	0	0	0.82
0	5.800169e-11	8.436609e-11	0.99841225	0	0	0.8400001
0	-5.800169e-11	1.6873218e-10	0.99843735	0	0	0.86
0	6.591101e-11	0	0.9984617	0	0	0.88
0	9.2275416e-11	1.6873218e-10	0.9984854	0	0	0.9000001
0	9.4911856e-11	3.3746436e-10	0.99850863	0	0	0.92
0	1.7664151e-10	8.436609e-11	0.99853116	0	0	0.93999994
0	6.327457e-11	8.436609e-11	0.9985531	0	0	0.9599999
0	4.7455928e-11	2.530983e-10	0.99857455	0	0	0.9799999
0	7.645677e-11	2.530983e-10	0.99859536	0	0	1
0	1.10730494e-10	2.530983e-10	0.99857455	0	0	0.9799999
0	5.800169e-11	1.6873218e-10	0.9985531	0	0	0.9599999
0	5.800169e-11	0	0.99853116	0	0	0.93999994
0	1.3973134e-10	0	0.99850863	0	0	0.92
0	7.909321e-11	0	0.9984854	0	0	0.9000001
0	1.8455083e-11	1.6873218e-10	0.9984617	0	0	0.8800001
0	1.7400506e-10	1.6873218e-10	0.99843735	0	0	0.86
0	8.963898e-11	8.436609e-11	0.99841225	0	0	0.8400001
0	1.00184736e-10	3.3746436e-10	0.99838656	0	0	0.82
0	6.591101e-11	1.6873218e-10	0.99836004	0	0	0.8000002
0	1.239127e-10	1.6873218e-10	0.998333	0	0	0.7799999
0	1.6609575e-10	8.436609e-11	0.99830484	0	0	0.7600001
0	5.2728807e-11	1.6873218e-10	0.99827605	0	0	0.7399999
0	3.1637287e-11	8.436609e-11	0.9982466	0	0	0.72000015
0	1.6873218e-10	8.436609e-11	0.99821603	0	0	0.6999998
0	7.382033e-11	1.6873218e-10	0.9981847	0	0	0.67999995
0	1.1600338e-10	2.530983e-10	0.9981524	0	0	0.65999997
0	2.5837116e-10	0	0.9981191	0	0	0.6399999
0	9.4911856e-11	2.530983e-10	0.9980848	0	0	0.61999995
0	1.7400506e-10	1.6873218e-10	0.9980494	0	0	0.5999999
0	1.5027711e-10	8.436609e-11	0.9980127	0	0	0.58
0	7.909321e-11	2.530983e-10	0.997975	0	0	0.56
0	1.1600338e-10	3.3746436e-10	0.997936	0	0	0.53999996
0	2.0564235e-10	8.436609e-11	0.9978957	0	0	0.52
0	2.741898e-10	3.3746436e-10	0.9978541	0	0	0.5
0	2.0036947e-10	3.3746436e-10	0.997811	0	0	0.47999996
0	1.8982371e-10	2.530983e-10	0.99776655	0	0	0.46
0	2.399161e-10	3.3746436e-10	0.9977205	0	0	0.44000006
0	2.3727964e-10	5.061966e-10	0.9976726	0	0	0.42000005
0	2.7155336e-10	1.6873218e-10	0.9976232	0	0	0.4000001
0	1.8191439e-10	0	0.997572	0	0	0.38000005
0	1.00184736e-10	4.2183046e-10	0.99751866	0	0	0.36000007
0	1.7927795e-10	4.2183046e-10	0.9974633	0	0	0.33999997
0	2.1091523e-10	3.3746436e-10	0.9974058	0	0	0.31999996
0	1.5818643e-11	4.2183046e-10	0.9973462	0	0	0.29999995
0	1.2654915e-10	3.3746436e-10	0.9972841	0	0	0.28
0	3.0055422e-10	5.061966e-10	0.9972196	0	0	0.26
0	2.5837116e-10	5.061966e-10	0.9971522	0	0	0.23999998
0	3.269186e-10	6.749287e-10	0.99708205	0	0	0.22000003
0	4.6401352e-10	3.3746436e-10	0.99700886	0	0	0.20000005
0	2.0036947e-10	3.3746436e-10	0.99693245	0	0	0.18000004
0	2.7946268e-10	3.3746436e-10	0.99685246	0	0	0.15999998
0	3.3746436e-10	0	0.99676895	0	0	0.14
0	2.530983e-10	3.3746436e-10	0.9966816	0	0	0.11999999
0	2.7682626e-10	5.061966e-10	0.9965899	0	0	0.100000024
0	2.7682626e-10	5.061966e-10	0.99649364	0	0	0.07999999
0	1.7927795e-10	3.3746436e-10	0.99639285	0	0	0.059999995
0	3.4801012e-10	5.061966e-10	0.9962867	0	0	0.039999995
0	1.5291354e-10	5.061966e-10	0.99617493	0	0	0.019999998
0	2.6364405e-10	6.749287e-10	0.9960572	0	0	-6.1756156e-16
0	2.425525e-10	5.061966e-10	0.99593306	0	0	-0.019999998
0	5.3256094e-10	6.749287e-10	0.9958019	0	0	-0.039999995
0	5.483796e-10	1.1811253e-09	0.995663	0	0	-0.059999995
0	4.5346776e-10	6.749287e-10	0.9955157	0	0	-0.07999999
0	3.6382877e-10	6.749287e-10	0.99535954	0	0	-0.100000024
